session_id,athlete_id,frame_num,sport,hip_angle_l,hip_angle_r,knee_angle_l,knee_angle_r,shoulder_angle_l,shoulder_angle_r,elbow_angle_l,elbow_angle_r,ankle_dorsiflexion_l,ankle_dorsiflexion_r,trunk_lean,spine_deviation,shoulder_hip_sep,head_forward_pos,com_height_norm,estimated_jump_height,limb_symmetry_idx,form_score,phase_label,quality_label,feedback_tag
SES_VER_GOO_0001,athlete_76,81,vertical_jump,98.16,99.27,102.08,107.26,46.53,82.9,147.11,144.12,89.72,82.36,35.06,0.7,30.51,2.93,0.41,49.6,0.862,84.3,landing,good,Extend hips fully.
SES_VER_POO_0003,athlete_72,61,vertical_jump,151.31,146.48,159.49,154.22,72.66,104.74,133.99,180,79.18,59.53,46.35,0.87,27.26,3.53,0.48,31.1,0.681,38.9,flight,poor,Adjust knee alignment.
SES_CRI_ELI_0016,athlete_34,44,cricket_bat,114.36,119.59,134.82,148.33,84.7,88.51,118.4,142.78,93.46,83.19,31.89,0,29.7,0.56,0.55,0,0.78,92.2,descent,elite,Elite biomechanics detected.
SES_SPR_ELI_0008,athlete_72,33,sprint,36.53,57.95,90.69,94.74,86.57,74.89,82.51,90.23,60.74,75.38,14.14,3.71,46.95,5.54,0.52,0,0.776,97.7,setup,elite,Great form! Maintain position.
SES_SPR_ELI_0008,athlete_44,11,sprint,57.38,44.76,106.77,84.8,85.43,65.42,73.55,94.79,54.75,80.04,10.07,1.71,37.84,0.76,0.5,0,0.772,92.1,descent,elite,Hold this form.
SES_JAV_AVE_0014,athlete_53,73,javelin,120.2,123.69,152.21,177.14,122.09,151.61,158.55,149.25,66.04,73.96,41.63,0,39.27,1.64,0.5,0,0.629,71.9,descent,average,Control trunk lean.
SES_SNA_AVE_0006,athlete_03,83,snatch,108.25,108.16,129.71,125.75,84.53,65.0,153.89,123.62,89.58,80.54,47.42,2.82,12.04,-4.33,0.48,0,0.811,59.9,descent,average,Control trunk lean.
SES_SPR_ELI_0008,athlete_76,74,sprint,44.68,44.73,84.69,106.95,75.8,72.52,93.47,101.07,59.17,65.61,23.44,2.3,30.81,3.08,0.46,0,0.837,98.3,descent,elite,Hold this form.
SES_VER_GOO_0001,athlete_56,14,vertical_jump,103.45,102.1,92.29,101.4,85.46,70.96,135.86,104.73,89.29,69.4,0,0.28,25.44,5.64,0.49,40.1,0.849,81.8,descent,good,"Good depth, push harder through the heels."
SES_CRI_AVE_0018,athlete_29,92,cricket_bat,149.69,175,151.32,176.11,105.74,101.51,149.11,149.15,114.31,74.26,38.91,3.93,23.45,7.74,0.42,0,0.634,62.8,setup,average,Lower your hips.
SES_VER_ELI_0000,athlete_30,91,vertical_jump,103.52,91.01,101.38,93.68,62.73,54.67,121.32,92.91,80.81,83.39,9.21,1.73,30.9,-0.98,0.48,58.6,0.901,98.7,takeoff,elite,Hold this form.
SES_CRI_POO_0019,athlete_01,98,cricket_bat,165.97,159.57,157.25,150.44,115.5,123.76,180,172.66,102.29,70.71,70.37,4.74,17.32,6.46,0.42,0,0.595,32.4,setup,poor,Work on symmetry.
SES_JAV_ELI_0012,athlete_54,92,javelin,98.23,105.2,149.65,154.58,154.6,170.96,125.02,122.56,83.69,82.77,31.31,0.72,33.38,4.06,0.4,0,0.751,90.5,descent,elite,Great form! Maintain position.
SES_CRI_POO_0019,athlete_68,54,cricket_bat,175,145.19,155.73,178,127.52,130.83,148.69,140.38,124.16,85.78,13.22,1.12,33.1,8.18,0.47,0,0.531,29.4,setup,poor,Work on symmetry.
SES_CRI_GOO_0017,athlete_72,35,cricket_bat,128.21,134.74,144.77,150.02,109.36,80.22,180,148.64,90.35,90.05,21.63,4.15,9.72,-2.03,0.5,0,0.755,84.8,setup,good,Slight asymmetry detected.
SES_SNA_ELI_0004,athlete_62,81,snatch,83.5,86.92,98.81,81.74,51.48,43.11,180,180,90.69,91.47,25.15,2.69,32.36,3.87,0.5,0,0.886,90,descent,elite,Elite biomechanics detected.
SES_SPR_GOO_0009,athlete_77,81,sprint,76.92,48.92,93.6,92.29,86.25,82.15,91.11,92.05,88.78,91.97,11.51,3.65,31.08,2.7,0.46,0,0.737,89,descent,good,"Good depth, push harder through the heels."
SES_VER_ELI_0000,athlete_39,40,vertical_jump,82.47,92.08,88.62,94.71,60.5,70.12,94.79,138.1,99.38,72.55,1.73,1.84,39.22,0.18,0.53,50.0,0.909,90.4,landing,elite,Elite biomechanics detected.
SES_SNA_GOO_0005,athlete_06,43,snatch,89.77,99.07,106.37,121.05,69.14,56.15,171.36,178.98,98.45,76.08,21.29,3.02,10.8,5.94,0.49,0,0.835,87.6,descent,good,Extend hips fully.
SES_SPR_AVE_0010,athlete_30,54,sprint,83.88,69.99,111.36,121.03,66.67,90.82,124.65,95.11,77.31,79.92,15.58,3.24,31.14,2.44,0.55,0,0.726,61.7,descent,average,Activate core more.
SES_VER_ELI_0000,athlete_65,85,vertical_jump,93.18,95.72,96.96,84.93,52.75,63.81,120.37,126.27,79.15,85.54,14.92,0.99,41.07,2.93,0.52,51.0,0.915,94.1,descent,elite,Elite biomechanics detected.
SES_VER_ELI_0000,athlete_45,61,vertical_jump,97.93,94.11,84.47,102.09,70.15,60.45,139.98,108.09,72.36,98.5,11.25,1.49,41.77,1.09,0.55,54.1,0.897,94.9,takeoff,elite,Elite biomechanics detected.
SES_SPR_AVE_0010,athlete_51,67,sprint,66.36,75.54,116.49,118.6,94.52,77.1,106.37,106.18,73.23,81.94,36.65,0,25.06,0.69,0.5,0,0.758,63.4,descent,average,Activate core more.
SES_SNA_ELI_0004,athlete_32,54,snatch,78.12,94.49,102.53,91.1,48.26,40.7,180,180,99.58,93.45,24.46,3.35,31.46,4.86,0.5,0,0.865,92.6,descent,elite,Great form! Maintain position.
SES_SPR_GOO_0009,athlete_41,39,sprint,67.56,51.06,92.22,111.7,98.75,88.54,96.15,98.32,71.58,82.81,17.39,2.53,16.23,1.39,0.47,0,0.724,78.7,setup,good,"Good depth, push harder through the heels."
SES_VER_GOO_0001,athlete_33,37,vertical_jump,97.99,90.77,117.0,114.1,91.74,63.53,148.23,117.64,73.4,97.65,17.07,4.08,23.24,-1.59,0.5,57.0,0.85,84.4,descent,good,"Good depth, push harder through the heels."
SES_SNA_ELI_0004,athlete_69,35,snatch,104.81,88.44,103.65,106.89,50.28,45.9,179.46,179.69,97.49,94.43,18.52,2.07,31.83,0.21,0.49,0,0.894,96.3,descent,elite,Great form! Maintain position.
SES_SNA_ELI_0004,athlete_12,5,snatch,99.68,83.35,100.13,102.12,36.48,33.14,175.62,175.54,94.36,81.66,13.28,2.63,34.71,6.07,0.61,0,0.895,93.6,setup,elite,Great form! Maintain position.
SES_JAV_ELI_0012,athlete_24,71,javelin,99.38,115.43,161.09,142.42,166.22,167.41,118.44,132.1,85.77,84.88,38.86,1.97,39.14,2.38,0.52,0,0.704,94.8,descent,elite,Great form! Maintain position.
SES_VER_GOO_0001,athlete_36,45,vertical_jump,106.69,105.31,104.88,96.15,85.89,72.22,120.47,134.82,70.55,97.99,17.09,3.42,21.09,1.44,0.43,38.5,0.851,84.5,descent,good,"Good depth, push harder through the heels."
SES_SPR_AVE_0010,athlete_49,18,sprint,51.91,62.98,125.09,128.43,86.51,72.62,124.09,83.66,111.84,63.3,27.58,3.91,29.47,-4.34,0.41,0,0.739,64.1,setup,average,Control trunk lean.
SES_SNA_GOO_0005,athlete_77,94,snatch,85.38,99.25,122.96,117.52,62.7,50.61,180,164.82,78.11,81.09,17.26,2.76,15.37,-0.26,0.51,0,0.845,75,descent,good,Slight asymmetry detected.
SES_SNA_GOO_0005,athlete_44,64,snatch,94.94,105.24,100.22,105.78,34.6,36.71,180,175.47,78.13,78.2,20.51,3.23,28.05,6.53,0.44,0,0.855,87.2,descent,good,"Good depth, push harder through the heels."
SES_VER_AVE_0002,athlete_07,88,vertical_jump,123.79,115.2,130.91,127.94,81.74,60.12,148.23,173.67,87.38,83.15,20.66,0.98,29.94,7.02,0.41,17.5,0.772,67.7,takeoff,average,Lower your hips.
SES_SPR_POO_0011,athlete_69,2,sprint,105.17,65.39,158.04,142.14,127.65,124.75,131.06,147.49,80.29,79.45,57.68,0,22.33,4.61,0.47,0,0.576,51.2,descent,poor,LOWER HIPS!
SES_SNA_ELI_0004,athlete_59,16,snatch,83.62,85.77,91.99,105.43,45.8,40.66,174.55,173.42,91.91,78.66,22.64,2.13,39.18,-0.09,0.54,0,0.904,93.1,setup,elite,Elite biomechanics detected.
SES_VER_POO_0003,athlete_46,69,vertical_jump,113.89,157.24,145.48,131.52,126.51,98.81,125.04,168.12,48.26,54.76,63.0,1.94,24.02,-4.85,0.49,14.7,0.589,39.0,setup,poor,Adjust knee alignment.
SES_JAV_ELI_0012,athlete_41,49,javelin,120.14,107.88,157.68,150.19,177.46,168.42,135.37,134.65,87.18,81.77,30.07,1.55,34.34,5.37,0.49,0,0.735,97.4,setup,elite,Great form! Maintain position.
SES_VER_POO_0003,athlete_07,59,vertical_jump,145.34,132.03,141.07,148.48,84.06,95.8,138.39,136.45,84.0,73.32,49.06,1.26,24.43,1.02,0.52,19.5,0.658,39.0,setup,poor,Work on symmetry.
SES_SPR_AVE_0010,athlete_12,84,sprint,58.47,78.13,114.97,130.34,93.23,89.99,157.07,114.74,88.12,93.7,22.08,1.39,32.9,-0.99,0.44,0,0.689,71.7,descent,average,Lower your hips.
SES_JAV_ELI_0012,athlete_07,31,javelin,106.94,98.53,135.37,148.42,163.94,158.17,154.36,128.83,96.65,73.3,47.63,1.59,19.04,3.39,0.45,0,0.73,98.6,descent,elite,Hold this form.
SES_SNA_GOO_0005,athlete_48,48,snatch,117.77,107.53,97.21,105.87,50.08,51.79,162.0,172.15,95.32,79.59,20.99,3.35,29.43,3.34,0.56,0,0.849,81.5,setup,good,Slight asymmetry detected.
SES_SNA_POO_0007,athlete_67,49,snatch,124.13,120.96,154.06,178,72.3,50.52,156.85,145.82,52.56,64.13,54.72,2.81,22.74,-3.2,0.5,0,0.672,31.5,descent,poor,Work on symmetry.
SES_VER_POO_0003,athlete_47,2,vertical_jump,137.5,136.8,132.17,134.3,77.19,81.72,98.41,143.08,59.67,76.33,41.06,1.02,38.47,4.93,0.36,2.0,0.694,29.2,landing,poor,LOWER HIPS!
SES_CRI_ELI_0016,athlete_11,91,cricket_bat,123.87,114.63,131.67,126.27,95.05,66.81,98.99,136.44,92.45,90.65,29.97,2.63,35.57,0.58,0.53,0,0.785,96.2,descent,elite,Hold this form.
SES_SPR_POO_0011,athlete_67,53,sprint,91.54,88.1,140.62,146.62,103.9,81.35,99.67,134.44,96.53,91.37,20.06,2.51,28.78,1.59,0.42,0,0.696,46.5,descent,poor,Adjust knee alignment.
SES_CRI_AVE_0018,athlete_45,74,cricket_bat,145.17,121.77,121.58,152.05,113.88,117.8,147.22,155.22,71.34,81.86,33.11,2.47,25.41,-0.63,0.5,0,0.612,64.0,descent,average,Activate core more.
SES_VER_POO_0003,athlete_50,94,vertical_jump,152.68,152.16,144.99,133.84,81.53,113.79,140.67,156.11,74.86,68.63,41.92,0,29.29,4.32,0.45,22.1,0.676,39.8,flight,poor,LOWER HIPS!
SES_SPR_POO_0011,athlete_68,63,sprint,89.1,88.17,121.83,135.87,119.6,72.81,134.41,147.31,97.37,94.38,37.62,2.37,28.91,-0.18,0.44,0,0.686,35.0,setup,poor,LOWER HIPS!
SES_CRI_ELI_0016,athlete_63,76,cricket_bat,116.8,118.43,135.69,148.25,84.28,88.62,144.68,148.12,91.18,87.81,15.65,0,27.75,1.53,0.56,0,0.79,91.9,descent,elite,Elite biomechanics detected.
SES_CRI_ELI_0016,athlete_68,24,cricket_bat,106.46,120.33,154.06,138.45,80.01,82.63,145.02,158.6,84.29,80.41,19.07,2.3,21.31,4.0,0.5,0,0.755,99.9,setup,elite,Elite biomechanics detected.
SES_SPR_GOO_0009,athlete_40,4,sprint,42.38,56.68,102.05,85.46,87.27,66.48,101.51,94.52,87.9,73.46,30.86,1.73,34.88,7.42,0.46,0,0.726,82.3,descent,good,Slight asymmetry detected.
SES_SPR_AVE_0010,athlete_52,38,sprint,35.17,65.05,94.76,130.61,118.02,53.57,116.44,119.76,107.09,86.13,34.22,1.1,21.41,-0.02,0.49,0,0.58,61.6,setup,average,Lower your hips.
SES_JAV_POO_0015,athlete_39,99,javelin,140.11,119.75,164.06,178,176.66,137.36,180,151.69,75.68,62.71,64.78,4.28,26.65,0.11,0.5,0,0.533,29.1,descent,poor,Critical form deviation.
SES_CRI_ELI_0016,athlete_77,30,cricket_bat,140.75,114.12,129.63,126.06,93.29,97.91,137.56,118.44,86.8,83.95,11.63,2.3,26.0,2.63,0.45,0,0.755,90.8,setup,elite,Great form! Maintain position.
SES_SNA_POO_0007,athlete_56,30,snatch,137.58,101.16,138.78,136.44,86.77,81.28,155.0,137.01,49.31,76.51,61.35,1.99,23.89,-0.41,0.42,0,0.636,43.5,setup,poor,Work on symmetry.
SES_VER_AVE_0002,athlete_20,99,vertical_jump,104.74,103.0,124.05,126.59,66.09,70.86,154.86,146.4,71.88,79.68,20.32,1.2,44.55,0.69,0.45,28.3,0.789,63.8,descent,average,Activate core more.
SES_JAV_GOO_0013,athlete_53,17,javelin,113.31,134.99,151.69,149.07,141.06,172.81,157.53,136.36,72.93,62.13,33.29,4.74,31.45,1.88,0.5,0,0.687,81.4,descent,good,Slight asymmetry detected.
SES_VER_ELI_0000,athlete_57,38,vertical_jump,87.56,98.47,90.41,109.98,51.66,61.95,102.34,148.49,91.93,80.55,7.05,3.02,46.68,1.67,0.47,55.8,0.873,92.3,descent,elite,Hold this form.
SES_JAV_POO_0015,athlete_58,25,javelin,147.76,158.32,163.27,166.78,136.14,129.94,134.07,119.04,86.65,62.44,51.58,2.79,10.3,3.53,0.48,0,0.574,45.2,setup,poor,Critical form deviation.
SES_VER_ELI_0000,athlete_49,41,vertical_jump,91.46,95.3,86.02,88.13,63.79,53.28,142.11,100.01,74.48,81.05,20.1,4.88,18.57,2.21,0.57,63.1,0.941,93.0,descent,elite,Elite biomechanics detected.
SES_SPR_POO_0011,athlete_39,84,sprint,81.29,86.4,124.24,124.36,115.33,112.45,131.43,156.97,52.81,86.81,24.77,4.55,21.9,-0.44,0.46,0,0.702,42.3,descent,poor,Adjust knee alignment.
SES_VER_ELI_0000,athlete_13,50,vertical_jump,102.27,97.75,100.79,100.3,69.83,57.22,119.58,113.06,81.68,78.74,10.04,2.35,26.83,2.21,0.53,57.4,0.945,90,descent,elite,Elite biomechanics detected.
SES_VER_ELI_0000,athlete_39,5,vertical_jump,97.35,91.95,105.15,104.04,73.7,60.08,94.34,114.63,83.72,98.01,15.52,2.07,35.54,1.17,0.44,71.3,0.94,94.3,takeoff,elite,Great form! Maintain position.
SES_CRI_POO_0019,athlete_10,93,cricket_bat,172.66,167.53,178,159.17,150.02,142.49,166.35,169.24,77.53,65.76,48.03,2.81,28.76,2.54,0.37,0,0.579,31.3,descent,poor,Critical form deviation.
SES_CRI_ELI_0016,athlete_65,3,cricket_bat,127.58,119.42,129.56,145.6,86.59,88.2,140.86,154.03,80.57,88.7,3.69,3.32,32.46,-1.57,0.39,0,0.768,93.3,descent,elite,Elite biomechanics detected.
SES_VER_POO_0003,athlete_70,16,vertical_jump,139.31,163.46,164.12,143.65,105.48,92.1,128.86,136.95,76.52,55.67,33.18,3.98,25.75,-2.4,0.36,18.8,0.618,34.3,takeoff,poor,Adjust knee alignment.
SES_VER_POO_0003,athlete_35,67,vertical_jump,134.86,140.26,129.73,147.84,94.61,78.0,96.42,136.25,83.74,72.71,0,2.74,21.19,-3.4,0.45,34.4,0.652,23.3,takeoff,poor,Work on symmetry.
SES_SPR_POO_0011,athlete_07,4,sprint,42.5,113.75,147.65,132.45,71.33,111.27,155.14,126.18,104.8,92.92,33.21,1.6,15.98,0.1,0.3,0,0.501,38.8,setup,poor,Critical form deviation.
SES_JAV_ELI_0012,athlete_03,80,javelin,106.45,108.17,151.99,143.66,163.72,164.98,135.07,108.78,82.4,91.52,28.81,0,29.57,-1.42,0.45,0,0.759,95.4,setup,elite,Elite biomechanics detected.
SES_SPR_ELI_0008,athlete_32,4,sprint,43.65,54.15,106.52,94.85,83.92,89.21,92.75,82.94,80.46,83.94,16.5,3.67,27.24,2.73,0.58,0,0.809,98.6,descent,elite,Great form! Maintain position.
SES_SPR_ELI_0008,athlete_74,2,sprint,45.83,59.01,95.53,91.34,60.22,75.38,83.74,91.03,57.04,59.6,6.08,0,22.27,1.83,0.57,0,0.82,98.9,descent,elite,Hold this form.
SES_SPR_AVE_0010,athlete_54,48,sprint,60.7,73.36,124.26,104.76,91.88,84.49,91.16,82.67,76.41,89.14,32.73,1.17,21.63,1.59,0.42,0,0.701,72.3,descent,average,Control trunk lean.
SES_SPR_ELI_0008,athlete_60,63,sprint,43.75,51.69,83.42,91.39,75.11,63.64,94.86,82.76,79.3,77.72,14.19,0,46.48,3.31,0.48,0,0.828,95.9,descent,elite,Elite biomechanics detected.
SES_CRI_ELI_0016,athlete_68,13,cricket_bat,104.54,101.09,140.78,130.9,105.94,101.2,141.93,128.52,93.53,94.1,16.25,0.45,33.19,-0.48,0.49,0,0.789,90,descent,elite,Elite biomechanics detected.
SES_SNA_GOO_0005,athlete_74,84,snatch,98.05,95.49,92.96,99.92,59.3,69.88,156.54,175.36,75.81,91.13,28.61,3.69,23.76,0.05,0.51,0,0.871,83.0,setup,good,"Good depth, push harder through the heels."
SES_JAV_POO_0015,athlete_16,11,javelin,139.55,132.8,178,166.0,151.02,117.09,176.21,163.96,62.05,67.53,51.08,6.06,23.49,4.44,0.38,0,0.565,31.6,descent,poor,Work on symmetry.
SES_JAV_ELI_0012,athlete_73,43,javelin,91.58,100.74,147.88,151.04,174.51,170.11,136.15,121.46,75.97,92.6,33.83,2.68,36.04,7.4,0.49,0,0.746,95.3,setup,elite,Hold this form.
SES_SNA_AVE_0006,athlete_24,45,snatch,95.51,113.84,119.34,150.41,44.57,53.11,138.0,173.57,85.65,69.85,21.2,2.7,26.93,6.21,0.59,0,0.71,71.3,descent,average,Lower your hips.
SES_VER_POO_0003,athlete_06,96,vertical_jump,152.3,138.93,145.31,130.29,112.96,81.96,130.38,157.64,53.32,55.99,50.43,2.82,36.6,2.41,0.51,20.4,0.643,33.2,descent,poor,Adjust knee alignment.
SES_JAV_GOO_0013,athlete_60,62,javelin,111.94,111.28,168.72,141.7,173.85,158.21,141.29,114.41,84.51,85.92,52.61,2.51,30.64,1.3,0.54,0,0.69,79.6,descent,good,Extend hips fully.
SES_SPR_AVE_0010,athlete_75,44,sprint,54.82,67.82,115.19,107.54,91.9,94.99,96.45,94.57,69.6,99.47,23.21,4.59,35.82,6.6,0.52,0,0.723,63.9,setup,average,Control trunk lean.
SES_CRI_AVE_0018,athlete_57,14,cricket_bat,132.13,154.84,162.44,155.39,125.48,105.14,131.84,163.35,80.63,81.54,49.41,0.73,22.47,5.87,0.63,0,0.663,55,setup,average,Control trunk lean.
SES_CRI_GOO_0017,athlete_25,77,cricket_bat,127.47,126.42,146.22,153.89,106.98,95.18,167.03,176.46,89.07,84.64,20.65,0,23.74,-0.62,0.5,0,0.763,82.2,descent,good,Slight asymmetry detected.
SES_JAV_GOO_0013,athlete_05,18,javelin,124.79,105.15,168.09,151.48,151.88,137.93,159.74,125.57,79.98,86.01,32.64,2.68,21.9,-1.82,0.59,0,0.663,78.3,setup,good,Slight asymmetry detected.
SES_JAV_AVE_0014,athlete_62,23,javelin,112.81,126.23,143.2,161.22,151.9,132.74,126.37,160.32,77.48,73.89,71.66,1.91,20.83,-0.49,0.6,0,0.615,64.2,setup,average,Control trunk lean.
SES_SPR_ELI_0008,athlete_28,94,sprint,42.72,39.83,104.68,85.87,84.83,74.14,84.93,82.98,73.2,70.23,11.34,4.26,39.94,8.13,0.55,0,0.826,96.4,setup,elite,Great form! Maintain position.
SES_VER_POO_0003,athlete_78,10,vertical_jump,131.37,142.71,155.66,138.51,118.57,92.71,131.99,156.64,68.6,62.18,61.56,2.45,17.5,0.13,0.47,18.7,0.643,40.8,descent,poor,LOWER HIPS!
SES_VER_ELI_0000,athlete_21,80,vertical_jump,81.86,90.68,96.39,92.76,45.64,63.73,102.78,140.4,99.3,86.42,13.35,0,43.64,9.11,0.42,65.2,0.92,96.0,setup,elite,Great form! Maintain position.
SES_SNA_AVE_0006,athlete_48,42,snatch,110.3,112.48,144.39,112.51,62.8,69.16,180,166.57,73.33,77.43,29.62,2.92,10.51,0.69,0.45,0,0.748,59.9,setup,average,Activate core more.
SES_JAV_AVE_0014,athlete_36,44,javelin,120.85,126.99,171.73,155.14,172.87,105.71,149.23,153.44,59.89,70.76,61.76,1.44,19.78,8.95,0.5,0,0.637,60.5,descent,average,Control trunk lean.
SES_CRI_GOO_0017,athlete_59,25,cricket_bat,109.55,128.8,146.45,153.04,88.86,107.15,137.12,164.42,94.78,91.15,33.91,3.18,10.86,-1.59,0.49,0,0.722,82.1,descent,good,"Good depth, push harder through the heels."
SES_SPR_GOO_0009,athlete_36,5,sprint,67.76,49.28,108.54,101.85,94.38,85.06,100.83,107.77,76.03,69.03,32.73,4.46,29.28,1.79,0.52,0,0.75,81.6,setup,good,Slight asymmetry detected.
SES_CRI_POO_0019,athlete_58,0,cricket_bat,144.55,163.57,163.3,155.43,110.46,133.68,140.62,155.4,91.18,70.41,31.39,1.28,14.37,1.14,0.36,0,0.571,48.3,descent,poor,Work on symmetry.
SES_VER_ELI_0000,athlete_59,73,vertical_jump,95.78,90.88,97.34,95.52,68.01,60.18,111.98,113.46,99.69,94.72,15.64,0.24,23.22,-1.37,0.39,53.0,0.939,95.2,setup,elite,Hold this form.
SES_CRI_AVE_0018,athlete_62,90,cricket_bat,168.68,154.24,165.02,170.12,136.85,135.63,180,146.12,96.51,73.81,51.06,3.89,17.64,3.58,0.47,0,0.685,65.8,descent,average,Lower your hips.
SES_JAV_POO_0015,athlete_36,75,javelin,126.78,140.39,163.47,149.0,138.05,122.1,141.26,180,71.86,63.81,30.87,2.83,33.51,-0.76,0.48,0,0.544,46.0,descent,poor,Adjust knee alignment.
SES_VER_AVE_0002,athlete_67,48,vertical_jump,105.83,97.18,129.64,113.42,94.37,57.2,93.45,169.2,80.69,65.04,13.85,1.19,17.13,-1.63,0.51,32.7,0.738,71.5,takeoff,average,Lower your hips.
SES_SNA_AVE_0006,athlete_06,95,snatch,107.86,113.6,115.78,124.22,88.64,69.83,135.43,169.75,57.55,85.62,42.7,1.88,18.98,2.25,0.39,0,0.784,69.6,setup,average,Control trunk lean.
SES_SPR_AVE_0010,athlete_49,47,sprint,54.47,58.83,107.8,113.66,95.48,97.03,137.18,99.72,92.72,75.04,13.31,0.38,27.73,-0.41,0.49,0,0.762,67.2,descent,average,Lower your hips.
SES_CRI_POO_0019,athlete_19,68,cricket_bat,175,159.46,155.71,167.75,161.89,110.14,180,164.0,50.79,97.04,46.69,1.74,19.59,2.78,0.53,0,0.572,54,descent,poor,Adjust knee alignment.
SES_SNA_AVE_0006,athlete_24,15,snatch,113.27,100.91,123.17,126.11,78.85,91.87,178.05,157.32,56.48,82.28,51.17,1.92,24.31,5.22,0.48,0,0.78,57.6,descent,average,Control trunk lean.
SES_VER_POO_0003,athlete_53,23,vertical_jump,172.34,148.66,132.88,124.54,103.07,73.0,123.93,141.07,51.09,53.82,46.39,3.34,34.86,1.0,0.53,13.7,0.64,51.5,setup,poor,Critical form deviation.
SES_CRI_POO_0019,athlete_38,39,cricket_bat,175,175,178,177.19,151.49,124.75,162.7,163.75,79.9,72.61,45.6,3.02,16.64,2.25,0.41,0,0.619,40.3,descent,poor,Adjust knee alignment.
SES_JAV_ELI_0012,athlete_75,15,javelin,105.33,109.4,147.98,153.53,166.68,174.97,132.08,131.31,71.39,84.16,32.07,2.99,42.57,-0.91,0.5,0,0.758,97.0,descent,elite,Elite biomechanics detected.
SES_SNA_AVE_0006,athlete_41,61,snatch,128.37,111.75,120.55,114.75,68.92,50.61,136.44,180,87.71,62.22,35.07,0.13,18.71,2.17,0.61,0,0.767,59.0,setup,average,Activate core more.
SES_SNA_ELI_0004,athlete_63,3,snatch,87.59,95.14,90.71,102.23,47.88,47.45,179.83,180,87.57,88.47,29.05,2.14,33.56,-1.45,0.63,0,0.892,92.3,descent,elite,Elite biomechanics detected.
SES_SPR_GOO_0009,athlete_72,75,sprint,59.38,56.7,100.45,112.83,41.86,63.02,112.86,102.96,78.96,69.79,13.24,0.83,15.62,0.54,0.46,0,0.804,80.3,descent,good,Slight asymmetry detected.
SES_VER_GOO_0001,athlete_19,19,vertical_jump,88.6,102.87,107.81,107.32,61.84,72.1,149.04,106.51,101.32,73.6,20.78,1.69,20.74,5.44,0.5,39.6,0.837,89,setup,good,Extend hips fully.
SES_JAV_GOO_0013,athlete_52,56,javelin,106.72,117.69,159.06,143.71,166.77,163.39,136.9,150.43,68.57,89.78,50.46,2.11,29.52,4.47,0.45,0,0.683,79.5,descent,good,Extend hips fully.
SES_CRI_GOO_0017,athlete_60,76,cricket_bat,147.06,118.95,139.76,149.12,107.97,83.77,147.74,149.4,97.65,81.15,21.37,2.23,21.34,1.0,0.42,0,0.704,83.7,descent,good,Slight asymmetry detected.
SES_SPR_ELI_0008,athlete_69,5,sprint,45.15,45.45,79.17,89.86,91.07,60.66,96.68,107.11,71.04,78.33,24.36,0.39,32.43,3.52,0.59,0,0.862,96.8,descent,elite,Great form! Maintain position.
SES_SNA_GOO_0005,athlete_37,77,snatch,99.52,85.98,126.58,109.58,48.7,47.15,165.76,169.52,67.77,81.54,33.89,1.53,23.08,0.22,0.48,0,0.819,82.0,descent,good,"Good depth, push harder through the heels."
SES_VER_ELI_0000,athlete_57,9,vertical_jump,81.36,96.18,99.86,88.63,45.17,63.62,119.32,111.06,92.15,86.74,14.61,2.73,30.38,3.2,0.57,52.3,0.88,96.0,descent,elite,Great form! Maintain position.
SES_JAV_POO_0015,athlete_46,13,javelin,172.5,149.94,135.66,176.49,159.04,91.82,180,180,72.27,75.95,42.46,0,15.09,2.19,0.42,0,0.5,33.2,descent,poor,Work on symmetry.
SES_JAV_POO_0015,athlete_33,90,javelin,137.72,125.45,154.21,162.75,117.2,142.49,173.68,167.85,34.58,62.77,72.0,2.32,16.46,3.7,0.4,0,0.558,40.8,setup,poor,LOWER HIPS!
SES_CRI_ELI_0016,athlete_40,96,cricket_bat,94.32,128.76,125.92,137.18,70.3,84.01,147.82,148.15,80.81,95.11,21.26,1.26,30.36,-0.82,0.46,0,0.715,90,setup,elite,Elite biomechanics detected.
SES_JAV_GOO_0013,athlete_64,42,javelin,128.8,128.21,136.12,138.22,158.96,145.87,115.51,143.12,74.22,75.07,44.36,2.31,36.4,0.91,0.54,0,0.734,80.6,descent,good,Extend hips fully.
SES_VER_POO_0003,athlete_02,33,vertical_jump,162.79,134.74,125.29,132.58,135.52,88.11,130.77,168.03,72.27,72.8,64.1,6.03,28.93,2.3,0.54,20.1,0.632,48.2,takeoff,poor,LOWER HIPS!
SES_CRI_GOO_0017,athlete_21,92,cricket_bat,124.13,128.65,141.14,145.02,105.25,81.72,155.02,142.59,74.98,90.06,39.27,1.56,27.47,-2.14,0.42,0,0.761,78.0,setup,good,Extend hips fully.
SES_CRI_AVE_0018,athlete_29,88,cricket_bat,149.98,147.07,177.01,150.25,103.4,118.89,159.35,158.6,85.62,71.72,19.29,4.85,33.27,2.6,0.43,0,0.669,65.7,descent,average,Lower your hips.
SES_CRI_GOO_0017,athlete_53,88,cricket_bat,119.34,128.41,156.9,163.31,101.87,86.74,119.86,140.76,76.33,92.6,31.4,5.22,30.44,4.56,0.53,0,0.747,78.3,descent,good,Extend hips fully.
